,tweet_id,retweet_count,favorite_count
617,793286476301799424,8569,23289
618,793271401113350145,2239,8232
619,793256262322548741,7771,18870
620,793241302385262592,3064,9955
621,793226087023144960,2706,9258
622,793210959003287553,2600,8449
623,793195938047070209,5255,14406
624,793180763617361921,1858,6544
625,793165685325201412,2619,8876
626,793150605191548928,1592,5834
627,793135492858580992,2348,6058
628,793120401413079041,3669,11984
629,792913359805018113,3698,13543
630,792883833364439040,3991,10679
631,792773781206999040,1569,6981
632,792394556390137856,4002,12673
633,792050063153438720,1664,6757
634,791821351946420224,19622,0
635,791784077045166082,8847,0
636,791780927877898241,3544,0
637,791774931465953280,20682,42622
638,791672322847637504,2918,11116
639,791406955684368384,3841,12461
640,791312159183634433,2358,8298
641,791026214425268224,3791,0
642,790987426131050500,1981,9280
643,790946055508652032,4372,15825
644,790723298204217344,2139,0
645,790698755171364864,1798,7781
646,790581949425475584,6620,19491
647,790337589677002753,1763,7405
648,790277117346975746,2944,11862
649,790227638568808452,3294,0
650,789986466051088384,2139,8779
651,789960241177853952,3808,0
652,789903600034189313,3871,9756
653,789628658055020548,1638,7058
654,789599242079838210,1787,6360
655,789530877013393408,3148,11056
656,789314372632018944,2130,8179
657,789280767834746880,4572,0
658,789268448748703744,2435,8627
659,789137962068021249,2600,9202
660,788908386943430656,11674,25996
661,788765914992902144,9628,25833
662,788552643979468800,6631,0
663,788412144018661376,4908,14672
664,788178268662984705,1967,6872
665,788150585577050112,1196,5776
666,788070120937619456,3200,0
667,788039637453406209,1220,5771
668,787810552592695296,2831,8123
669,787717603741622272,2577,9689
670,787397959788929025,2656,10299
671,787322443945877504,1621,7372
672,787111942498508800,6278,0
673,786963064373534720,7404,25207
674,786729988674449408,2269,0
675,786709082849828864,5709,17323
676,786664955043049472,2359,10026
677,786595970293370880,2903,8954
678,786363235746385920,3206,10255
679,786286427768250368,2634,7544
680,786233965241827333,4356,14363
681,786051337297522688,145,1350
682,786036967502913536,6480,0
683,785927819176054784,2974,10772
684,785872687017132033,1667,6321
685,785639753186217984,2099,7436
686,785533386513321988,1831,8549
687,785515384317313025,1157,5774
688,785264754247995392,1513,6890
689,785170936622350336,4481,11329
690,784826020293709826,2999,9550
691,784517518371221505,2355,8470
692,784431430411685888,1181,5431
693,784183165795655680,7434,18892
694,784057939640352768,10316,28004
695,783839966405230592,10001,28301
696,783821107061198850,1820,6953
697,783695101801398276,2981,9833
698,783466772167098368,2071,7944
699,783391753726550016,5073,15953
700,783347506784731136,5131,0
701,783334639985389568,10837,27391
702,783085703974514689,2017,7710
703,782969140009107456,6864,22750
704,782747134529531904,1315,7054
705,782722598790725632,4995,16222
706,782598640137187329,1763,7364
707,782305867769217024,5112,15656
708,782021823840026624,5708,0
709,781955203444699136,3125,10540
710,781661882474196992,2509,9841
711,781655249211752448,1047,3764
712,781524693396357120,5124,19526
713,781308096455073793,2376,6721
714,781251288990355457,1922,7896
715,781163403222056960,2572,9244
716,780931614150983680,6708,20435
717,780858289093574656,1855,6778
718,780800785462489090,1198,5177
719,780601303617732608,3115,11399
720,780543529827336192,1623,5934
721,780496263422808064,3410,0
722,780476555013349377,103,0
723,780459368902959104,999,4980
724,780192070812196864,2075,8186
725,780092040432480260,2120,0
726,780074436359819264,4556,11388
727,779834332596887552,6480,17703
728,779377524342161408,2873,8231
729,779124354206535695,16941,0
730,779056095788752897,4192,13841
731,778990705243029504,6631,18696
732,778774459159379968,9111,0
733,778764940568104960,337,819
734,778748913645780993,1203,6445
735,778650543019483137,1384,5405
736,778624900596654080,940,4330
737,778408200802557953,3994,12832
738,778396591732486144,11288,0
739,778383385161035776,1018,5487
740,778286810187399168,3053,9715
741,778039087836069888,2454,7963
742,778027034220126208,1490,6181
743,777953400541634568,3255,0
744,777885040357281792,1511,5981
745,777684233540206592,2715,10584
746,777641927919427584,3904,0
747,777621514455814149,2329,8197
748,777189768882946048,3972,13268
749,776819012571455488,12538,0
750,776813020089548800,1110,4597
751,776477788987613185,2548,8218
752,776249906839351296,8415,0
753,776218204058357768,14646,28012
754,776201521193218049,2328,9000
755,776113305656188928,4010,11075
756,776088319444877312,141,1713
757,775898661951791106,15462,0
758,775842724423557120,2454,11003
759,775733305207554048,3691,13032
760,775729183532220416,4261,12237
761,775364825476165632,2707,6922
762,775350846108426240,3614,9549
763,775085132600442880,4351,14589
764,774757898236878852,1650,8112
765,774639387460112384,1610,6346
766,774314403806253056,5059,20466
767,773985732834758656,3574,10126
768,773922284943896577,1617,6042
769,773704687002451968,1494,6220
770,773670353721753600,1220,5045
771,773547596996571136,5669,20766
772,773336787167145985,4653,0
773,773308824254029826,6926,21912
774,773247561583001600,2992,8855
775,773191612633579521,3790,9354
776,772877495989305348,3568,8022
777,772826264096874500,2201,7554
778,772615324260794368,3105,0
779,772581559778025472,1579,6088
780,772193107915964416,1285,5663
781,772152991789019136,1048,3580
782,772117678702071809,686,3538
783,772114945936949249,440,2576
784,772102971039580160,861,3763
785,771908950375665664,1749,6162
786,771770456517009408,3130,11251
787,771500966810099713,2413,7749
788,771380798096281600,4653,9886
789,771171053431250945,6868,0
790,771136648247640064,2700,8580
791,771102124360998913,1325,5848
792,771014301343748096,1533,6463
793,770787852854652928,1100,4605
794,770772759874076672,1320,4875
795,770655142660169732,1662,6903
796,770414278348247044,1921,5925
797,770293558247038976,1351,5836
798,770093767776997377,2801,0
799,770069151037685760,2117,7122
800,769940425801170949,8803,29209
801,769695466921623552,1558,6024
802,769335591808995329,7103,0
803,769212283578875904,1592,5070
804,768970937022709760,5974,13357
805,768909767477751808,2428,0
806,768855141948723200,819,3919
807,768609597686943744,1094,3844
808,768596291618299904,1183,4724
809,768554158521745409,5365,0
810,768473857036525572,3149,12740
811,768193404517830656,3255,10147
812,767884188863397888,1262,4455
813,767754930266464257,4938,14938
814,767500508068192258,2140,7025
815,767191397493538821,3456,11500
816,767122157629476866,2629,9522
817,766793450729734144,1249,4725
818,766714921925144576,345,2458
819,766693177336135680,727,3784
820,766423258543644672,1449,5614
821,766313316352462849,1727,6325
822,766078092750233600,2410,0
823,766069199026450432,770,3925
824,766008592277377025,456,3524
825,765719909049503744,1984,6785
826,765669560888528897,1128,4844
827,765395769549590528,3096,25052
828,765371061932261376,1997,6663
829,765222098633691136,3105,10893
830,764857477905154048,1642,6063
831,764259802650378240,1382,5619
832,763956972077010945,49,730
833,763837565564780549,3791,11721
834,763183847194451968,1352,5045
835,763167063695355904,2740,0
836,763103485927849985,2109,6903
837,762699858130116608,3294,11331
838,762471784394268675,5880,10482
839,762464539388485633,3808,9614
840,762316489655476224,1027,4492
841,762035686371364864,14237,29729
842,761976711479193600,1817,5029
843,761750502866649088,3575,0
844,761745352076779520,792,4005
845,761672994376806400,26619,46155
846,761599872357261312,1096,3872
847,761371037149827077,16581,0
848,761334018830917632,1332,4811
849,761292947749015552,998,4174
850,761227390836215808,1437,4984
851,761004547850530816,3200,10621
852,760893934457552897,886,3565
853,760656994973933572,1743,6161
854,760641137271070720,1185,4659
855,760539183865880579,3324,7061
856,760521673607086080,1278,3912
857,760290219849637889,10527,25004
858,760252756032651264,795,3694
859,760190180481531904,1644,5332
860,760153949710192640,28,0
861,759943073749200896,1925,5513
862,759846353224826880,1793,6267
863,759793422261743616,1756,5562
864,759557299618865152,1100,4388
865,759447681597108224,2269,7919
866,759446261539934208,453,1558
867,759197388317847553,1798,5687
868,759159934323924993,1065,0
869,759099523532779520,3806,13585
870,759047813560868866,1844,6054
871,758854675097526272,838,3318
872,758828659922702336,3540,10446
873,758740312047005698,1496,5366
874,758474966123810816,912,3548
875,758467244762497024,2026,4465
876,758405701903519748,1756,4861
877,758355060040593408,956,3141
878,758099635764359168,9111,17655
879,758041019896193024,338,2523
880,757741869644341248,3015,6389
881,757729163776290825,7180,0
882,757725642876129280,1108,4244
883,757611664640446465,1004,4284
884,757597904299253760,277,0
885,757596066325864448,954,4062
886,757400162377592832,6296,14109
887,757393109802180609,1574,5429
888,757354760399941633,1298,4199
889,756998049151549440,1829,5857
890,756939218950160384,1831,6192
891,756651752796094464,1190,4684
892,756526248105566208,3286,9680
893,756303284449767430,1002,3682
894,756288534030475264,16256,41091
895,756275833623502848,1402,5962
896,755955933503782912,2615,6810
897,755206590534418437,4890,15260
898,755110668769038337,10153,19674
899,754874841593970688,7217,0
900,754856583969079297,2306,6428
901,754747087846248448,476,2409
902,754482103782404096,1785,4916
903,754449512966619136,671,3494
904,754120377874386944,2156,7368
905,753655901052166144,1984,5437
906,753420520834629632,3228,7317
907,753398408988139520,1723,5339
908,753375668877008896,2120,7115
909,753298634498793472,5187,0
910,753294487569522689,955,3120
911,753039830821511168,19114,34509
912,753026973505581056,874,3640
913,752932432744185856,6278,11725
914,752917284578922496,1437,6492
915,752701944171524096,2608,0
916,752682090207055872,1455,5583
917,752660715232722944,1418,4069
918,752568224206688256,2078,5105
919,752519690950500352,3147,6832
920,752334515931054080,1006,3585
921,752309394570878976,14860,0
922,752173152931807232,1667,5529
923,751950017322246144,830,2840
924,751937170840121344,1195,4819
925,751830394383790080,1783,5423
926,751793661361422336,2607,5377
927,751598357617971201,2822,7389
928,751583847268179968,1001,4091
929,751538714308972544,1144,4701
930,751456908746354688,920,2996
931,751251247299190784,5371,11699
932,751205363882532864,1661,5889
933,751132876104687617,1179,4716
934,750868782890057730,1241,4440
935,750719632563142656,4572,12228
936,750506206503038976,1046,4125
937,750429297815552001,3904,12278
938,750383411068534784,1038,4255
939,750381685133418496,26,666
940,750147208377409536,873,2900
941,750132105863102464,1173,3355
942,750117059602808832,1204,4036
943,750101899009982464,773,2837
944,750086836815486976,490,2022
945,750071704093859840,3023,7229
946,750056684286914561,817,2947
947,750041628174217216,565,2953
948,750026558547456000,717,2522
949,750011400160841729,819,2999
950,749996283729883136,754,2820
951,749981277374128128,2270,4768
952,749774190421639168,1205,4341
953,749417653287129088,1506,5659
954,749403093750648834,489,2432
955,749395845976588288,3143,7939
956,749317047558017024,2039,5083
957,749075273010798592,1878,5353
958,749064354620928000,1401,4490
959,749036806121881602,728,2874
960,748977405889503236,3123,9997
961,748932637671223296,2052,5396
962,748705597323898880,872,2577
963,748699167502000129,1452,4396
964,748692773788876800,1224,3944
965,748575535303884801,1801,5619
966,748568946752774144,606,2040
967,748346686624440324,1119,4839
968,748337862848962560,3722,7033
969,748324050481647620,689,3441
970,748307329658011649,652,3433
971,748220828303695873,7083,13102
972,747963614829678593,1950,5363
973,747933425676525569,2346,6157
974,747885874273214464,877,2713
975,747844099428986880,673,2621
976,747816857231626240,1053,4487
977,747651430853525504,143,1270
978,747648653817413632,5305,11933
979,747600769478692864,520,2164
980,747594051852075008,946,3412
981,747512671126323200,1470,5110
982,747461612269887489,938,3581
983,747439450712596480,1749,5025
984,747242308580548608,2619,0
985,747219827526344708,1433,4878
986,747204161125646336,828,3117
987,747103485104099331,3611,8862
988,746906459439529985,269,2708
989,746872823977771008,1935,5547
990,746818907684614144,1591,4939
991,746790600704425984,1456,4508
992,746757706116112384,3544,8812
993,746726898085036033,1633,5614
994,746542875601690625,1740,4675
995,746521445350707200,898,0
996,746507379341139972,989,4334
997,746369468511756288,1482,5745
998,746131877086527488,1991,6371
999,746056683365994496,737,3314
1000,745789745784041472,961,3656
1001,745712589599014916,2119,6485
1002,745433870967832576,2300,6526
1003,745422732645535745,2190,7929
1004,745314880350101504,2473,6589
1005,745074613265149952,3176,7242
1006,745057283344719872,2047,6736
1007,744995568523612160,566,2734
1008,744971049620602880,2435,7279
1009,744709971296780288,1430,5209
1010,744334592493166593,1924,6322
1011,744234799360020481,70365,144303
1012,744223424764059648,324,1531
1013,743980027717509120,1000,3885
1014,743895849529389061,875,3396
1015,743835915802583040,1861,0
1016,743609206067040256,1268,4150
1017,743595368194129920,5938,16901
1018,743545585370791937,859,3268
1019,743510151680958465,3410,7400
1020,743253157753532416,1115,3922
1021,743222593470234624,1728,5718
1022,743210557239623680,1232,3551
1023,742534281772302336,3267,6537
1024,742528092657332225,1789,4090
1025,742465774154047488,3584,6731
1026,742423170473463808,3410,9068
1027,742385895052087300,1772,6269
1028,742161199639494656,1239,3989
1029,742150209887731712,1393,4699
1030,741793263812808706,1380,4207
1031,741743634094141440,2488,7533
1032,741438259667034112,744,3407
1033,741303864243200000,2908,8106
1034,741099773336379392,5003,9198
1035,741067306818797568,2801,8835
1036,740995100998766593,2460,5809
1037,740711788199743490,859,3140
1038,740699697422163968,706,2645
1039,740676976021798912,6187,16792
1040,740373189193256964,12095,32483
1041,740365076218183684,385,2242
1042,740359016048689152,794,3043
1043,740214038584557568,1779,6173
1044,739979191639244800,5365,18455
1045,739932936087216128,982,3746
1046,739844404073074688,785,3516
1047,739623569819336705,1236,3490
1048,739606147276148736,1490,4978
1049,739544079319588864,19196,36380
1050,739485634323156992,2633,6580
1051,739238157791694849,52657,106832
1052,738891149612572673,6,89
1053,738885046782832640,1042,3495
1054,738883359779196928,719,3035
1055,738537504001953792,1392,4694
1056,738402415918125056,737,3003
1057,738184450748633089,1104,3964
1058,738166403467907072,3026,8050
1059,738156290900254721,582,2279
1060,737826014890496000,1601,4820
1061,737800304142471168,3160,9241
1062,737678689543020544,1192,4623
1063,737445876994609152,4040,9423
1064,737322739594330112,728,3316
1065,737310737551491075,6728,13473
1066,736736130620620800,1537,3867
1067,736392552031657984,6631,16293
1068,736365877722001409,1110,3653
1069,736225175608430592,2534,7471
1070,736010884653420544,2694,7230
1071,735991953473572864,1032,3291
1072,735648611367784448,1006,3723
1073,735635087207878657,2136,5648
1074,735274964362878976,4531,12017
1075,735256018284875776,801,3056
1076,735137028879360001,877,2873
1077,734912297295085568,471,2538
1078,734787690684657664,5742,11533
1079,734776360183431168,487,2312
1080,734559631394082816,353,1373
1081,733828123016450049,714,3298
1082,733822306246479872,921,3383
1083,733482008106668032,851,2875
1084,733460102733135873,1134,3866
1085,733109485275860992,15462,49248
1086,732732193018155009,481,2224
1087,732726085725589504,794,3287
1088,732585889486888962,712,3350
1089,732375214819057664,2274,7414
1090,732005617171337216,4862,13663
1091,731285275100512256,898,3216
1092,731156023742988288,1140,3542
1093,730924654643314689,1781,5629
1094,730573383004487680,1909,4454
1095,730427201120833536,937,3195
1096,730211855403241472,956,3481
1097,730196704625098752,1700,4435
1098,729854734790754305,1011,3711
1099,729838605770891264,338,1601
1100,729823566028484608,1122,3647
1101,729463711119904772,2082,5305
1102,729113531270991872,287,1735
1103,728986383096946689,736,2882
1104,728760639972315136,1535,4282
1105,728751179681943552,614,2535
1106,728653952833728512,945,3056
1107,728409960103686147,1821,4490
1108,728387165835677696,875,3419
1109,728046963732717569,1081,3925
1110,728035342121635841,1507,4155
1111,728015554473250816,990,3783
1112,727685679342333952,573,2718
1113,727644517743104000,1584,5380
1114,727524757080539137,1080,4101
1115,727314416056803329,670,3061
1116,727286334147182592,744,2820
1117,727175381690781696,1239,3586
1118,727155742655025152,1196,3322
1119,726935089318363137,2198,6289
1120,726887082820554753,1365,3527
1121,726828223124897792,912,3300
1122,726224900189511680,1042,4073
1123,725842289046749185,2410,6517
1124,725786712245440512,1240,3844
1125,725729321944506368,1603,4788
1126,725458796924002305,554,1299
1127,724983749226668032,1165,3437
1128,724771698126512129,566,2149
1129,724405726123311104,1508,4862
1130,724049859469295616,1616,3972
1131,724046343203856385,512,2451
1132,724004602748780546,1387,3828
1133,723912936180330496,1123,3583
1134,723688335806480385,2636,7032
1135,723673163800948736,812,2786
1136,723179728551723008,1685,4858
1137,722974582966214656,1430,3762
1138,722613351520608256,1492,4586
1139,721503162398597120,1641,4218
1140,721001180231503872,551,2339
1141,720785406564900865,698,2860
1142,720775346191278080,564,2250
1143,720415127506415616,1355,3782
1144,720389942216527872,2259,5856
1145,720340705894408192,873,2617
1146,720059472081784833,1015,3549
1147,720043174954147842,1814,4566
1148,719991154352222208,1589,4477
1149,719704490224398336,1293,4170
1150,719551379208073216,1707,4641
1151,719367763014393856,686,2599
1152,719339463458033665,1118,4091
1153,719332531645071360,855,3177
1154,718971898235854848,984,3199
1155,718939241951195136,1580,4800
1156,718631497683582976,7210,17311
1157,718613305783398402,427,2252
1158,718540630683709445,920,2242
1159,718460005985447936,474,2501
1160,718454725339934721,1375,4500
1161,718246886998687744,446,1759
1162,718234618122661888,912,3561
1163,717841801130979328,542,2268
1164,717790033953034240,984,2632
1165,717537687239008257,1657,5307
1166,717428917016076293,406,1475
1167,717421804990701568,756,2887
1168,717047459982213120,1733,5791
1169,717009362452090881,867,2973
1170,716802964044845056,1048,3960
1171,716791146589110272,1457,7739
1172,716730379797970944,396,1132
1173,716447146686459905,5301,11972
1174,716439118184652801,189,2193
1175,716285507865542656,962,2552
1176,716080869887381504,1703,6239
1177,715928423106027520,792,2927
1178,715758151270801409,1282,3411
1179,715733265223708672,1524,4276
1180,715704790270025728,512,2551
1181,715696743237730304,1161,3607
1182,715680795826982913,1441,3964
1183,715360349751484417,1408,5029
1184,715342466308784130,621,2788
1185,715220193576927233,585,2202
1186,715200624753819648,1682,4745
1187,715009755312439296,1104,3811
1188,714982300363173890,931,3425
1189,714962719905021952,3828,6741
1190,714957620017307648,1277,3807
1191,714631576617938945,895,3013
1192,714606013974974464,827,3337
1193,714485234495041536,1007,2449
1194,714258258790387713,667,2815
1195,714251586676113411,758,3021
1196,714214115368108032,796,2111
1197,714141408463036416,1278,3998
1198,713919462244790272,720,3040
1199,713909862279876608,484,1747
1200,713900603437621249,660,2612
1201,713761197720473600,1239,4455
1202,713411074226274305,1184,4092
1203,713177543487135744,2586,6640
1204,713175907180089344,1330,4080
1205,712809025985978368,6073,17520
1206,712717840512598017,4501,11299
1207,712668654853337088,1097,3817
1208,712438159032893441,1416,4900
1209,712309440758808576,24,221
1210,712097430750289920,930,3448
1211,712092745624633345,811,2705
1212,712085617388212225,434,3011
1213,712065007010385924,568,2073
1214,711998809858043904,120,0
1215,711968124745228288,2089,7408
1216,711743778164514816,906,2613
1217,711732680602345472,3689,8069
1218,711694788429553666,16581,30217
1219,711652651650457602,819,3544
1220,711363825979756544,1016,3320
1221,711306686208872448,677,3045
1222,711008018775851008,559,2736
1223,710997087345876993,1259,4210
1224,710844581445812225,610,2348
1225,710833117892898816,476,2465
1226,710658690886586372,512,2135
1227,710609963652087808,2152,4424
1228,710588934686908417,1696,4169
1229,710296729921429505,669,2197
1230,710283270106132480,478,1994
1231,710272297844797440,1137,4140
1232,710269109699739648,1012,2192
1233,710153181850935296,808,2678
1234,710140971284037632,799,2514
1235,710117014656950272,1778,5020
1236,709918798883774466,992,3221
1237,709901256215666688,92,609
1238,709852847387627521,1087,3231
1239,709566166965075968,1072,3253
1240,709556954897764353,974,3018
1241,709519240576036864,219,1385
1242,709449600415961088,517,2021
1243,709409458133323776,616,2421
1244,709225125749587968,521,2203
1245,709207347839836162,5170,11406
1246,709198395643068416,589,2262
1247,709179584944730112,608,1851
1248,709158332880297985,364,1874
1249,709042156699303936,1476,4319
1250,708853462201716736,592,1668
1251,708845821941387268,801,2738
1252,708834316713893888,448,1549
1253,708810915978854401,6241,15210
1254,708738143638450176,738,2534
1255,708711088997666817,638,2333
1256,708479650088034305,616,2336
1257,708469915515297792,729,2849
1258,708400866336894977,9047,14648
1259,708356463048204288,1198,3301
1260,708349470027751425,676,2185
1261,708149363256774660,1412,3983
1262,708130923141795840,784,3095
1263,708119489313951744,896,2474
1264,708109389455101952,501,1797
1265,708026248782585858,1748,4062
1266,707995814724026368,1013,2863
1267,707983188426153984,2,45
1268,707969809498152960,866,2482
1269,707776935007539200,871,3007
1270,707741517457260545,554,2288
1271,707738799544082433,2198,3726
1272,707693576495472641,915,3122
1273,707629649552134146,782,2352
1274,707610948723478529,5708,15569
1275,707420581654872064,632,2068
1276,707411934438625280,543,2112
1277,707387676719185920,1144,3210
1278,707377100785885184,974,3005
1279,707315916783140866,577,2282
1280,707297311098011648,708,2577
1281,707059547140169728,619,2397
1282,707038192327901184,716,2014
1283,707021089608753152,1220,3728
1284,707014260413456384,538,2112
1285,706904523814649856,7103,13411
1286,706901761596989440,521,1881
1287,706681918348251136,890,3022
1288,706644897839910912,982,2347
1289,706593038911545345,581,1982
1290,706538006853918722,1287,3186
1291,706516534877929472,929,2870
1292,706346369204748288,842,3163
1293,706310011488698368,7119,19508
1294,706291001778950144,435,1567
1295,706265994973601792,848,2515
1296,706169069255446529,2001,3578
1297,706166467411222528,1446,4712
1298,706153300320784384,343,1355
1299,705975130514706432,661,2858
1300,705970349788291072,795,2920
1301,705898680587526145,494,2177
1302,705786532653883392,466,1789
1303,705591895322394625,1026,2907
1304,705475953783398401,823,2734
1305,705442520700944385,1456,4060
1306,705428427625635840,1516,3505
1307,705239209544720384,676,2767
1308,705223444686888960,712,2372
1309,705102439679201280,472,1956
1310,705066031337840642,556,2012
1311,704871453724954624,1014,3957
1312,704859558691414016,476,2067
1313,704847917308362754,1363,4689
1314,704819833553219584,895,2446
1315,704761120771465216,2619,6120
1316,704499785726889984,901,2653
1317,704491224099647488,71,687
1318,704480331685040129,978,3144
1319,704364645503647744,3226,7321
1320,704347321748819968,313,1443
1321,704134088924532736,411,1384
1322,704113298707505153,520,1711
1323,704054845121142784,841,2691
1324,703774238772166656,404,1701
1325,703769065844768768,1019,3010
1326,703631701117943808,600,2357
1327,703611486317502464,1379,3539
1328,703425003149250560,1218,3493
1329,703407252292673536,623,2254
1330,703382836347330562,1026,3216
1331,703356393781329922,344,1762
1332,703268521220972544,494,1826
1333,703079050210877440,2796,6798
1334,703041949650034688,11288,24297
1335,702932127499816960,650,2367
1336,702899151802126337,411,1479
1337,702684942141153280,962,2974
1338,702671118226825216,507,2018
1339,702598099714314240,3127,11314
1340,702539513671897089,865,2637
1341,702332542343577600,1384,2927
1342,702321140488925184,948,3019
1343,702276748847800320,694,2280
1344,702217446468493312,1222,4384
1345,701981390485725185,888,3153
1346,701952816642965504,927,3533
1347,701889187134500865,1254,3239
1348,701805642395348998,1504,3113
1349,701601587219795968,415,1924
1350,701570477911896070,837,2575
1351,701545186879471618,549,2448
1352,701214700881756160,4627,11259
1353,700890391244103680,510,2036
1354,700864154249383937,555,2394
1355,700847567345688576,449,2267
1356,700796979434098688,855,2252
1357,700747788515020802,8415,20994
1358,700518061187723268,721,2385
1359,700505138482569216,521,2101
1360,700462010979500032,1623,3778
1361,700167517596164096,653,2424
1362,700151421916807169,607,2050
1363,700143752053182464,2428,6906
1364,700062718104104960,611,2445
1365,700029284593901568,528,1912
1366,700002074055016451,1198,3026
1367,699801817392291840,848,2770
1368,699788877217865730,469,2057
1369,699779630832685056,1105,2500
1370,699775878809702401,538,1800
1371,699691744225525762,4148,9439
1372,699446877801091073,2395,5495
1373,699434518667751424,464,2024
1374,699423671849451520,288,1251
1375,699413908797464576,569,1927
1376,699370870310113280,391,1748
1377,699323444782047232,783,2891
1378,699088579889332224,562,2081
1379,699079609774645248,570,2254
1380,699072405256409088,1076,2709
1381,699060279947165696,1616,3421
1382,699036661657767936,1088,2398
1383,698989035503689728,876,3073
1384,698953797952008193,824,2479
1385,698907974262222848,553,2333
1386,698710712454139905,616,2263
1387,698703483621523456,335,1323
1388,698635131305795584,312,1198
1389,698549713696649216,558,2149
1390,698355670425473025,394,1704
1391,698342080612007937,868,2074
1392,698262614669991936,1793,4393
1393,698195409219559425,5438,15498
1394,698178924120031232,674,2586
1395,697995514407682048,305,1409
1396,697990423684476929,1168,3012
1397,697943111201378304,613,2196
1398,697881462549430272,1054,2778
1399,697630435728322560,497,1598
1400,697616773278015490,921,2890
1401,697596423848730625,1131,2770
1402,697575480820686848,452,1882
1403,697516214579523584,991,1875
1404,697482927769255936,598,2232
1405,697463031882764288,1267,3161
1406,697270446429966336,1712,4340
1407,697259378236399616,901,3036
1408,697255105972801536,1052,2842
1409,697242256848379904,615,2324
1410,696900204696625153,934,2913
1411,696894894812565505,615,2167
1412,696886256886657024,1626,4441
1413,696877980375769088,636,2259
1414,696754882863349760,328,1370
1415,696744641916489729,834,1887
1416,696713835009417216,583,2170
1417,696518437233913856,1562,3632
1418,696490539101908992,127,1133
1419,696488710901260288,925,2305
1420,696405997980676096,1050,2922
1421,696100768806522880,584,1774
1422,695816827381944320,1051,2754
1423,695794761660297217,706,2913
1424,695767669421768709,664,1706
1425,695629776980148225,1890,4193
1426,695446424020918272,1651,4086
1427,695409464418041856,3237,7980
1428,695314793360662529,1296,3332
1429,695095422348574720,550,2450
1430,695074328191332352,990,2603
1431,695064344191721472,528,1474
1432,695051054296211456,715,2429
1433,694925794720792577,817,2489
1434,694905863685980160,834,2532
1435,694669722378485760,13055,32963
1436,694356675654983680,251,1386
1437,694352839993344000,539,1878
1438,694342028726001664,431,1460
1439,694329668942569472,449,1817
1440,694206574471057408,1849,3811
1441,694183373896572928,842,2704
1442,694001791655137281,924,3135
1443,693993230313091072,358,1731
1444,693942351086120961,328,1620
1445,693647888581312512,517,2473
1446,693644216740769793,115,1267
1447,693642232151285760,376,2346
1448,693629975228977152,719,2257
1449,693622659251335168,336,1418
1450,693590843962331137,1777,4654
1451,693582294167244802,222,1515
1452,693486665285931008,566,1625
1453,693280720173801472,1122,3081
1454,693267061318012928,731,2197
1455,693262851218264065,452,2042
1456,693231807727280129,669,2649
1457,693155686491000832,2890,7255
1458,693109034023534592,549,1560
1459,693095443459342336,404,1699
1460,692919143163629568,696,2493
1461,692905862751522816,790,2232
1462,692901601640583168,536,1612
1463,692894228850999298,713,2080
1464,692828166163931137,795,2654
1465,692752401762250755,3294,6270
1466,692568918515392513,1392,4029
1467,692535307825213440,1232,2901
1468,692530551048294401,368,1697
1469,692423280028966913,197,1367
1470,692417313023332352,3131,8642
1471,692187005137076224,744,2332
1472,692158366030913536,718,1970
1473,692142790915014657,354,1510
1474,692041934689402880,1130,3118
1475,692017291282812928,869,2671
1476,691820333922455552,1489,3644
1477,691793053716221953,3822,7481
1478,691756958957883396,884,2596
1479,691675652215414786,459,1795
1480,691483041324204033,500,2195
1481,691459709405118465,1019,3723
1482,691444869282295808,751,2432
1483,691416866452082688,6901,17812
1484,691321916024623104,599,2380
1485,691096613310316544,792,2755
1486,691090071332753408,305,1605
1487,690989312272396288,2610,5443
1488,690959652130045952,1112,3308
1489,690938899477221376,1747,3766
1490,690932576555528194,905,3022
1491,690735892932222976,1150,3491
1492,690728923253055490,465,1995
1493,690690673629138944,746,2147
1494,690649993829576704,248,1198
1495,690607260360429569,14,279
1496,690597161306841088,546,1781
1497,690400367696297985,406,1741
1498,690374419777196032,760,2967
1499,690360449368465409,790,2443
1500,690348396616552449,461,1367
1501,690248561355657216,369,1537
1502,690021994562220032,922,2579
1503,690015576308211712,659,2296
1504,690005060500217858,1534,3383
1505,689999384604450816,329,1304
1506,689993469801164801,405,1348
1507,689977555533848577,408,1263
1508,689905486972461056,622,2253
1509,689877686181715968,1043,2791
1510,689835978131935233,688,2014
1511,689661964914655233,850,2993
1512,689659372465688576,3462,9513
1513,689623661272240129,580,2039
1514,689599056876867584,5008,10741
1515,689557536375177216,404,1896
1516,689517482558820352,1295,3121
1517,689289219123089408,845,2069
1518,689283819090870273,1004,3013
1519,689280876073582592,638,1819
1520,689275259254616065,225,1051
1521,689255633275777024,972,2346
1522,689154315265683456,896,2854
1523,689143371370250240,454,1863
1524,688916208532455424,772,2491
1525,688908934925697024,707,1940
1526,688898160958271489,710,1920
1527,688894073864884227,618,2057
1528,688828561667567616,321,1275
1529,688804835492233216,170,886
1530,688789766343622656,604,2049
1531,688547210804498433,627,2395
1532,688519176466644993,657,2147
1533,688385280030670848,4074,8524
1534,688211956440801280,751,2075
1535,688179443353796608,527,1977
1536,688116655151435777,697,2604
1537,688064179421470721,322,1594
1538,687841446767013888,2248,5007
1539,687826841265172480,1008,2514
1540,687818504314159109,862,2279
